SST	0.134010601370458
SPP1	-0.00187168362829193
ST18	-0.0129729725562223
GPC5	-0.0843014906884757
C3	0.0518538750312482
VSNL1	0.176927370971523
NRXN1	0.171539969939628
ATF3	-0.0152655580199984
CYR61	-0.0435984365898832
MAL	-0.0630862707379615
PRKAR1A	0.153135515971173
DNAJB1	0.0321327180719552
APOD	-0.0173913502470626
PEX6	-0.00302181554199154
KIF3A	0.143478499785916
MT1E	-0.110783277591573
IDH3A	0.175102023018348
ATP6V0A1	0.137911563980837
GOT1	0.177801378422288
EDIL3	0.0322043386036712
GPRC5B	-0.0632977442232077
NREP	0.166554951018618
ASCL1	-0.0686345623238897
CNP	-0.0340002973191432
PSAT1	-0.0464947226874527
PYGM	-0.0755447997825869
HSP90B1	0.148230430144036
FRYL	0.00526636279118742
ARL4C	0.16838835147538
PLIN3	-0.0802860373567717
CLN8	-0.0367260145261978
GAL3ST1	-0.0367210932568915
SNX2	0.150653714940786
YME1L1	0.166794996497616
BTG3	-0.0271645848749456
COPS4	0.176877867808664
ACTL6B	0.162503665683626
WTAP	0.150240541490941
HPCAL1	0.124412891171656
DGKB	0.129168565656966
CABP1	0.143439709468715
SLC44A1	-0.048361812988504
H2AFZ	0.156614371897509
MT1P2	-0.125352978210617
COX5A	0.170262792006691
C6orf106	0.140367790894554
PELI1	0.0123986731586237
SLC5A3	0.0346929670541249
MCTS1	0.172847614872534
BCL2	-0.0907121810839753
HMGN4	0.132750662734068
HCCS	0.147234321117388
HSPA5	0.103826644415843
ALAS1	0.154404610599174
SAV1	-0.0041936974091735
N4BP2L1	0.0876315994095613
LANCL2	0.0991197719966425
CECR1	-0.0842869572706876
ZIM2	-0.0474744764681586
CXCR4	-0.0909200822157563
ADAM10	0.0148314668208798
CCT4	0.168480671830877
FGFR1	-0.112176529790571
PHLDA1	0.03326676694627
IFT88	-0.0376381926644123
ISOC2	0.0221185997962027
SNRNP25	0.134367633769063
EVX1	-0.100317760829411
OGFR	-0.077726746823337
AP2A2	0.114639312433632
CSPG5	-0.00467925642711666
MON2	0.0534480430456272
TMEM8A	-0.00158835121777697
FIS1	0.0832129942780935
PANK2	0.146573667291091
ZFAND3	-0.0654542003143886
ZMIZ2	-0.0767974510268267
ZNF512B	0.00110280098636362
HK2	-0.0641658950345614
MYO9B	-0.110725225729377
MCCC2	-0.0926031068038112
DNASE1L2	-0.0941469911972558
VPS13B	0.0342187014340092
FUT3	-0.0952144319389848
AMT	-0.071172978494322
UBE2L6	-0.0730055467285709
ACOT13	0.0721745980791894
HSD17B10	-0.0901319026120461
VAPA	0.0895816502538974
TMCO6	-0.0282467021093354
UBE2D4	-0.112299085006822
RUFY1	-0.0980370345122324
PARP6	0.0663465378738558
